,budget,genres,id,keywords,original_title,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,profit,month,movie_id,cast
1565,40000000,"[35, 53, 80]",2122,[2708],The Whole Ten Yards,"[890, 1403, 8848, 23787, 51771, 51772]",2004-04-07,26155781,98.0,The Whole Ten Yards,5.5,278,-13844219,4,2122,"[62, 14408, 2956, 7166, 1479, 21798, 57395, 74610, 49815, 1468299]"
1566,26000000,"[27, 53, 878]",37707,"[1718, 6017, 158256, 163561, 168219]",Splice,"[9, 1786, 3319, 5106]",2009-10-06,0,104.0,Splice,5.5,671,-26000000,10,37707,"[3490, 98, 118357, 5892, 88931, 118358, 81801, 1232769]"
1567,37000000,"[35, 14, 878]",10658,"[1339, 8012, 9739, 11500, 14909, 175629]",Howard the Duck,"[1, 33]",1986-08-01,37962774,110.0,Howard the Duck,5.1,221,962774,8,10658,"[1063, 4004, 504, 1471, 168581, 19839, 925, 6396, 1012338, 1027773]"
1568,30000000,"[53, 80, 18]",13150,"[467, 2102, 6149]",Pride and Glory,"[12, 1001, 1565, 12066, 12067]",2008-09-09,31148328,130.0,Pride and Glory,6.3,240,1148328,9,13150,"[819, 10127, 72466, 11315, 49971, 40543, 81685, 74242, 25703, 37158, 72983, 1470, 72985, 53184, 1018947, 164517, 1125868, 17181]"
1569,30000000,"[28, 12, 27, 53]",9042,"[6201, 9786, 14819, 33782, 156125]",The Cave,"[126, 995, 3287, 26032, 26033]",2005-08-25,15007991,97.0,The Cave,5.1,202,-14992009,8,9042,"[6614, 55541, 9779, 17286, 15555, 65730, 18307, 109439, 15320, 135148, 10701, 62498, 1178619, 54627, 12359]"
1570,30000000,"[35, 10749]",17813,"[395, 572, 585, 818, 2016, 2251, 5091, 9673, 10941, 13028, 34079, 208223]",Alex & Emma,"[1171, 1403, 1423, 86256]",2003-06-16,15368897,96.0,Alex & Emma,5.0,68,-14631103,6,17813,"[36422, 11661, 1957, 19839, 88379, 205117, 48071, 37438, 582281, 582282, 3026, 167197, 33713, 538321, 33492, 9599, 74228, 147383, 59215, 140898, 86169, 1453555]"
1571,30000000,"[18, 9648, 10749, 53]",11208,"[2038, 4908, 11200, 34038]",Wicker Park,"[126, 8411, 54502]",2004-09-03,13001257,114.0,Wicker Park,6.7,157,-16998743,9,11208,"[2299, 9827, 26457, 9824, 20379, 82096, 58169, 944474, 190900, 1041350, 7013, 548204]"
1572,17000000,"[27, 35]",58151,"[813, 3133, 3301, 9714, 10532]",Fright Night,[9195],2011-08-18,24922237,106.0,Fright Night,6.0,603,7922237,8,58151,"[21028, 72466, 3051, 54691, 20049, 17606, 168993, 54697, 133814, 14541, 965807, 1224298, 98879, 519735, 1668313, 1279810]"
1573,30000000,"[18, 36, 10749]",11400,"[2914, 158217, 174149]",The New World,"[12, 22110, 22253, 22254, 22255]",2005-12-25,30536013,135.0,The New World,6.4,330,536013,12,11400,"[72466, 69225, 290, 3894, 18260, 15853, 11207, 31387, 77335, 1284, 1363928, 1665, 154647, 3551, 84217]"
1574,30000000,"[28, 878]",10350,"[1721, 3203, 12405, 41645, 161176, 209073]",Wing Commander,"[19944, 24039, 24041, 80469, 89308, 89309]",1999-03-11,0,100.0,Wing Commander,4.0,72,-30000000,3,10350,"[33260, 9825, 26457, 10698, 920, 20277, 2076, 178579, 31925, 91662, 200332, 176227, 106385, 111437, 24743]"
1575,100000000,"[28, 12, 14, 878, 53]",14164,"[3436, 9715, 9748, 12554, 179431]",Dragonball Evolution,"[289, 306, 444, 3477, 6332, 10893, 81135]",2009-04-01,0,85.0,Dragonball Evolution,2.9,462,-100000000,4,14164,"[1619, 503, 78323, 78324, 4730, 47297, 9462, 8874, 53185, 78325, 37492, 78326, 78327, 78328, 147880]"
1576,30000000,"[28, 80, 53]",76640,"[798, 1415, 1562, 1563, 1812, 2286, 10685, 15483, 155499, 156650, 168713]",The Last Stand,[435],2013-01-12,0,107.0,The Last Stand,5.7,1266,-30000000,1,76640,"[1100, 2178, 17289, 9656, 59817, 40481, 53, 589162, 70303, 43464, 82093, 17093, 1144930, 5048, 1144931, 200465, 968889, 1033495]"
1577,25000000,"[18, 27, 878, 53]",11058,"[222, 402, 697, 3030, 13005]",Godsend,"[35, 846, 18620, 57347]",2004-04-30,30114487,102.0,Godsend,4.7,114,5114487,4,11058,"[17141, 11008, 380, 52414, 133252, 1228341, 1037730, 40385]"
1578,23000000,"[35, 10749]",14844,"[110, 220, 840, 1568, 3530, 9799, 9935, 170682, 206298, 208633, 218182]",Chasing Liberty,"[1088, 2979, 8291, 22153, 67252]",2004-01-09,12,111.0,Chasing Liberty,6.1,152,-22999988,1,14844,"[16855, 33532, 80310, 12799, 18750, 67205, 19728, 6692, 1247, 101014, 6199]"
1579,30000000,"[35, 16, 10751]",57089,"[616, 1994, 4174, 9663, 10159, 10947, 179430, 179431]",Hoodwinked Too! Hood VS. Evil,[7582],2011-04-29,13521829,86.0,Hoodwinked Too! Hood VS. Evil,4.8,131,-16478171,4,57089,"[17265, 19278, 3234, 9657, 515, 28010, 56322, 61373, 519, 18, 43120, 58563, 11159, 63208, 31549]"
1580,30000000,[18],1947,"[697, 798, 1016, 2971, 5927]",An Unfinished Life,"[14, 497, 810, 7380, 7965, 20376, 20377]",2005-09-09,18618284,108.0,An Unfinished Life,6.7,161,-11381716,9,1947,"[4135, 16866, 192, 20185, 6164, 20186, 20187, 20188, 184842, 59241, 27129, 1296180, 11833, 1296181, 158560]"
1581,30000000,"[12, 14, 9648]",8054,"[291, 4978, 172971, 179430, 179431]",The Imaginarium of Doctor Parnassus,"[212, 342, 806, 808, 8582, 10316, 11567, 11575, 17449, 23116, 55990, 55991]",2009-10-01,64352607,123.0,The Imaginarium of Doctor Parnassus,6.3,869,34352607,10,8054,"[290, 1810, 85, 9642, 72466, 37625, 2887, 53688, 10987, 1011904, 103352, 77266, 1560016, 1560018, 32300, 1178558, 95712, 118035, 1378680, 77638, 37698, 208146, 158498, 1196986]"
1582,30000000,"[35, 18]",46829,"[236, 931, 1329, 10183, 11475]",Barney's Version,[805],2010-10-26,8454301,134.0,Barney's Version,7.2,129,-21545699,10,46829,"[13242, 4483, 10882, 6613, 58168, 127495, 13633, 208539, 100, 175913]"
1583,30000000,"[80, 53, 18]",146238,"[395, 585, 5305, 11719, 163682]",Runner Runner,"[215, 508, 562, 7420, 10104]",2013-09-24,62616646,91.0,Runner Runner,5.5,543,32616646,9,146238,"[880, 59620, 12111, 53650, 82167, 11512, 6183, 225694, 996296, 75604, 200446, 3218, 1983, 1097967, 222121, 1030512, 1611780, 1614471, 1376110]"
1584,30000000,"[28, 80, 18]",9989,"[1576, 2101, 2157, 3230, 3523, 4566, 6104, 6129, 7508, 9937, 49960, 157238, 160246, 171854]",Antitrust,"[376, 1171, 1172, 8411]",2001-01-12,18195610,108.0,Antitrust,5.8,153,-11804390,1,9989,"[11864, 38581, 504, 4174, 6487, 55591, 2141, 51383, 61541, 61542, 61540, 61543, 58902, 11832, 20221, 61545, 61546, 61544, 61548, 61547]"
1585,18000000,[10752],9665,"[6091, 12425, 14643, 160201, 166464, 179585]",Glory,"[559, 27349]",1989-12-15,26828365,122.0,Glory,7.4,383,8828365,12,9665,"[4756, 5292, 2130, 192, 58426, 6861, 9277, 58141, 1184011, 4029, 1272612, 1340960, 84209, 6067, 53584, 18262, 20906]"
1586,30000000,"[18, 80]",311,"[314, 417, 542, 570, 625, 725, 739, 975, 1632]",Once Upon a Time in America,"[6194, 7965]",1984-02-16,0,229.0,Once Upon a Time in America,8.2,1069,-30000000,2,311,"[380, 4512, 4513, 4517, 4521, 4514, 4515, 1004, 3174, 4516, 4520, 4761, 4518, 151943, 50744, 1373773, 6161, 4750, 4751, 4753, 4773, 4752, 4754, 785, 17921, 1373776, 61236, 1373778, 1373779, 1373775, 7071, 58535, 176592, 27401, 1555142, 47771, 16318, 1881583]"
1587,0,"[53, 28, 80, 18]",102362,"[9748, 14512, 155755, 167352]",Dead Man Down,"[333, 10339]",2013-03-08,18074539,118.0,Dead Man Down,5.9,638,18074539,3,102362,"[72466, 87722, 18288, 55470, 17882, 37149, 565426, 2682, 61329, 206398, 1272973, 1272974, 1085150, 1045964, 37156, 1164, 80001, 1167280, 1272975, 1272976, 1272977, 1530423, 585780, 1272978, 1272979, 1530440, 1272980, 1187, 203757, 23346, 155134, 1272981, 1179646, 226112, 118941, 1106629]"
1588,0,"[18, 10749]",11162,"[110, 497, 2606, 3799, 5151, 8271, 10594, 11707, 13072, 33460, 208244]",The Merchant of Venice,[1727],2004-09-03,0,138.0,The Merchant of Venice,6.7,144,0,9,11162,"[1158, 16940, 12763, 21044, 20803, 7058, 23458, 1711, 52996, 26860, 7053, 5319, 28853, 16752, 78018]"
1589,30000000,"[18, 10751, 10749]",13967,"[1014, 1531, 10818, 15199]",Miss Potter,[288],2006-12-03,35078241,92.0,Miss Potter,6.3,141,5078241,12,13967,"[3061, 9137, 1639, 183201, 104795, 17479, 172935, 27397, 26657, 17787, 86232, 1136120, 205671, 105491, 1231385, 1220072, 14465, 1356007, 1655832, 26684, 1591028, 208444, 191749, 31924, 71533]"
1590,21000000,"[12, 28, 53]",9053,"[271, 779, 780, 782, 1721, 2041, 3436, 5801, 5970, 7984, 10278, 12380, 14601, 14819, 41645, 178507]",DOA: Dead or Alive,"[248, 5755, 8068, 12317, 23238, 37134]",2006-09-07,480314,87.0,DOA: Dead or Alive,5.0,205,-20519686,9,9053,"[56824, 6278, 55776, 56825, 21430, 65198, 21315, 81388, 31137, 12793, 135352, 52908, 962137, 134414, 1130647, 57250, 195535, 557323]"
1591,30000000,"[28, 18, 37]",4512,"[627, 3494, 3607, 4277, 5614, 5900, 6007, 9910, 13001, 18035, 18036]",The Assassination of Jesse James by the Coward Robert Ford,"[81, 449, 1645, 3997, 6194, 11252]",2007-09-02,14711793,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,-15288207,9,4512,"[287, 1893, 9880, 18248, 15684, 17604, 11664, 6807, 39520, 39518, 39519, 39521, 39522, 1149455, 15675, 89247, 2536, 15854, 60093, 39516]"
1592,30000000,"[53, 80, 18]",265208,"[395, 3088, 9714]",Wild Card,"[972, 1632, 24049, 45980, 49969, 59488, 59490]",2015-01-14,0,92.0,Wild Card,5.4,656,-30000000,1,265208,"[976, 11665, 16501, 58635, 8256, 63522, 7133, 1206, 15250, 2283, 225479, 20582, 76543, 92617, 75620, 52904, 1450383, 1386325, 1455749, 94428, 570706, 120251, 98175, 1285499, 84756]"
1593,30000000,"[28, 53, 80]",45610,"[3058, 179431]",Machine Gun Preacher,"[5294, 7295, 8532, 8852, 9137, 11956, 11957, 11958, 11959, 11960, 11961]",2011-09-23,2527904,129.0,Machine Gun Preacher,6.4,286,-27472096,9,45610,"[17276, 11705, 1907, 133284, 64873, 133286, 335, 1053669, 62564, 1539987, 87466, 1386161, 1125218, 1125219, 127129, 1738306, 1771556, 1062375, 163515, 1844619, 1738282, 60081, 1262132, 133284, 1437111, 205184, 1282129, 1844638, 1844643, 203421, 13092, 590269, 77109]"
1594,30000000,"[10749, 18]",215211,"[1202, 3071]",Grace of Monaco,"[9, 356, 779, 5358, 8676, 12075, 19037, 35404, 51938, 51940]",2014-05-14,0,103.0,Grace of Monaco,5.8,195,-30000000,5,215211,"[2227, 16501, 3627, 3129, 7489, 8924, 937, 10988, 20243, 32357, 71450, 49278, 1202599, 77191, 35085, 1256710, 38529, 1420366, 94857, 35359, 1152669, 1242621, 130559, 582861, 143001, 1469853]"
1595,30000000,"[80, 53]",10955,"[220, 255, 885, 2706, 2708, 4967, 5332, 6060, 6706, 8045, 8508, 187056]",Ripley's Game,"[2130, 10102, 93156]",2002-09-02,0,110.0,Ripley's Game,6.6,69,-30000000,9,10955,"[6949, 5538, 67747, 169, 105341, 17286, 15336]"
1596,19000000,"[12, 16, 35, 14]",223702,"[1545, 8508, 9956, 10637, 11500, 18049, 155707, 161919, 168867, 228646]",Sausage Party,"[5, 2251, 5752, 13184, 16615, 46875]",2016-07-11,140752617,83.0,Sausage Party,5.6,2238,121752617,7,223702,"[19274, 41091, 21007, 19278, 39995, 17051, 62862, 64342, 22226, 208519, 38582, 819, 3136, 521563, 1447323, 1281758, 12080, 45924, 61133, 1622600, 1240645, 1544803, 54716, 106776, 142587, 89547, 16846, 63797, 963429, 74362, 1599433, 85432, 74370, 74358]"
1597,29000000,"[35, 10402]",254470,"[6027, 9663, 10229, 10556, 33928, 155939, 179431, 186120, 186136, 186147, 187056, 209838]",Pitch Perfect 2,"[33, 12026, 12365]",2015-05-07,287506194,115.0,Pitch Perfect 2,6.8,1940,258506194,5,254470,"[84223, 221581, 130640, 29221, 73128, 212604, 18980, 221098, 1107296, 999790, 1107297, 1072572, 1160310, 90514, 1471841, 1107298, 1107299, 77344, 185805, 21131, 223879, 8265, 9281, 19767, 212, 298410, 176491, 1542816, 1542818, 1542819, 1542820, 1542821, 1542822, 557804, 1085709, 210355, 1336393, 208664, 118752, 1508943, 1542825, 1542826, 1213859, 1238770, 78303, 12929, 1542829, 4810, 217371, 53397, 558267, 292445, 1347331, 1438287, 1542830, 1415405, 1542831, 1542832, 1542833, 1542834, 582123, 1542835, 1542836, 1542837, 1290596, 1347328, 1290651, 1542841, 1542842, 1542843, 1542844, 1542845, 1542846, 1542847, 1542848, 1542849, 1542850, 1542851, 1542852, 1542853, 1542855, 1542856, 1542857, 1542858, 1542859, 1542861, 1542864, 1542866, 1542868, 1542870, 1542871, 1542872, 1542873, 1542874, 1542875, 1542876, 1542877, 1542878, 1542879, 1542880, 1542881, 1542882, 1542884, 1542885, 1542886, 1347321, 1542898, 1542899, 1290591, 1542900, 1542901, 1518168, 1542902, 1542903, 1542904, 1215522, 588972, 1326322, 1431508, 1390021, 1450380, 1347364]"
1598,28000000,"[18, 10402, 10749]",69,"[74, 378, 532, 596, 727, 953, 963, 6029, 6038, 9457, 207819, 208992]",Walk the Line,"[84, 85, 86, 711, 6402]",2005-09-13,186438883,136.0,Walk the Line,7.3,718,158438883,9,69,"[73421, 368, 417, 418, 419, 420, 421, 422, 424, 425, 426, 427, 428, 429, 431, 430, 1231850, 589756, 77332, 220064, 1215995, 1400931, 408, 1074187, 71886, 51456, 1336845, 129868, 86938, 1106263, 53266, 71887, 53265, 410, 1485107, 1509778, 1509779, 1381675, 77518, 1698468, 1571910, 1386222, 1462583, 150094, 77522]"
1599,30000000,[35],4967,"[128, 3901, 10093, 161207]",Keeping the Faith,"[158, 9195, 53666]",2000-04-14,37036004,127.0,Keeping the Faith,5.9,159,7036004,4,4967,"[7399, 819, 40279, 10774, 3265, 12122, 3974, 11318, 41420, 2131, 170658, 1041480]"
1600,29000000,"[12, 14, 28, 35, 10751]",9449,"[604, 6215, 10909, 33873, 161868, 179867]",The Borrowers,"[10163, 31080]",1997-12-05,0,86.0,The Borrowers,5.8,135,-29000000,12,9449,"[1230, 388, 9139, 10993, 41419, 145151, 20999, 33404, 128741, 18355, 1228960, 1879755, 1222737, 27903, 199876]"
1601,0,"[18, 36]",11499,"[1925, 2251, 3692, 4240, 9376, 12193, 13028]",Frost/Nixon,"[23, 33, 10163]",2008-10-15,0,122.0,Frost/Nixon,7.2,328,0,10,11499,"[3968, 8924, 4724, 6807, 66660, 15576, 17485, 15556, 13014, 1043304, 59697, 92808, 30697, 125026, 148122, 15661, 22250, 38572, 152306, 64351, 1089547, 157452, 239021, 1089549, 1089550]"
1602,30000000,"[35, 80, 18, 10749, 53]",4912,"[4688, 5565, 18107, 34038]",Confessions of a Dangerous Mind,"[14, 1755, 1757]",2002-12-30,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,3013805,12,4912,"[6807, 69597, 1204, 585, 287, 1892, 1461, 1888, 1579, 39995, 1080265, 170880, 136973, 58168, 937792, 66233, 1560626, 21858, 153609, 46433, 1673063, 78862, 21125, 66934, 1834070, 39994]"
1603,29000000,"[35, 10749]",12771,"[10329, 13072, 15160, 156322, 220204]",Serving Sara,[4],2002-08-20,16930185,100.0,Serving Sara,5.0,85,-12069815,8,12771,"[14408, 13918, 47774, 11357, 5726, 9273, 26042]"
1604,29000000,[35],323676,"[4021, 156121, 179431, 209788]",The Boss,[33],2016-04-07,78636257,91.0,The Boss,5.5,431,49636257,4,323676,"[55536, 22970, 40462, 8534, 109869, 1093919, 452, 51383, 1254635, 933578, 174514, 1181329]"
1605,0,[18],12506,"[736, 1228, 3230, 3644, 4106]",Cry Freedom,[33],1987-11-05,0,157.0,Cry Freedom,6.9,51,0,11,12506,"[5292, 8945, 1249, 20771, 77681, 47458, 137924, 2449, 174708, 1629826, 35257, 65885, 385, 1492650, 91663, 17203, 189431, 186070, 42644, 740, 264968, 93518, 1212897, 8224, 1212803, 45455, 29306, 47478, 1213708, 1230439]"
1606,12000000,"[18, 27, 35]",11249,"[1009, 6300, 8368, 9826, 10603, 41230, 180691, 184989, 187065]",Seed of Chucky,[134],2004-11-11,24829644,87.0,Seed of Chucky,4.9,287,12829644,11,11249,"[1370, 7906, 1329, 54799, 35865, 10367, 1087217, 1833905, 1234582, 973, 984, 1244404, 1845920, 1845921]"
1607,29000000,"[18, 9648, 53, 14]",9667,"[919, 1279, 2800, 3298, 4005, 4379, 6091, 9673, 11268, 13065, 15106, 33977, 160153, 160497, 182223, 199686, 216079, 218121]",The Jacket,"[129, 551, 827, 846, 1208, 3801, 11509]",2005-03-04,21126225,103.0,The Jacket,6.8,455,-7873775,3,9667,"[3490, 116, 10823, 10431, 6473, 51214, 8784, 289370, 978, 74056, 12408, 54722, 32224, 176227, 181043, 29697, 59085, 58475, 120833, 1226921, 23608, 72003]"
1608,28000000,"[16, 10751, 35, 12, 14, 10749]",812,"[2343, 4344, 6513, 7376, 9673, 10267, 10336, 15149, 173259, 179430, 190536, 234183]",Aladdin,[2],1992-11-25,504050219,90.0,Aladdin,7.4,3416,476050219,11,812,"[15827, 2157, 15829, 15830, 15831, 15832, 15833, 81178, 35219, 12077, 19545, 613123, 81843, 51517, 214701, 84493, 61968, 61969, 73016, 156565, 15834, 228428, 15838, 25627]"
1609,28000000,"[18, 10402]",277216,"[380, 740, 796, 897, 898, 1157, 2016, 2231, 2334, 2930, 4108, 4562, 4741, 5626, 6093, 6564, 7312, 9672, 9932, 10726, 10776, 11148, 11612, 12425, 12670, 13142, 156158, 157499, 158111, 160497, 163764, 169213, 169590, 178036, 178929, 179431, 187903, 195162, 208289, 217467, 217469, 217474, 217475, 217482]",Straight Outta Compton,"[12, 33, 923, 2780, 63924, 63925]",2015-08-13,201634991,147.0,Straight Outta Compton,7.7,1355,173634991,8,277216,"[1371398, 1154054, 1115984, 55091, 83860, 1503716, 1371397, 1503717, 1253199, 13242, 1113461, 1442955, 1503718, 1503719, 1200864, 1503720, 1371399, 154798, 1305249, 156532, 8694, 965205, 1503721, 167720, 111451, 117087, 156064, 37932, 141432, 202892, 1503722, 1152019, 1503723, 1451543, 149010, 198827, 944478, 1503724, 1050090, 1504757, 1503730, 1503731, 1437557, 1153792, 64057, 1503732, 63029, 179543, 1503733, 1503734, 1503735, 1504758, 1504759, 62146, 1504760, 1504761, 1371400, 1790820, 1215657, 1709053]"
1610,28000000,"[12, 28]",87,"[483, 1454, 2860, 4062, 6956, 13006, 14819, 15149, 34117, 41586, 162767, 167106, 174465, 174468, 174469, 174472, 174476, 174480, 176731, 184134]",Indiana Jones and the Temple of Doom,"[1, 4]",1984-05-23,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,305000000,5,87,"[3, 689, 690, 691, 693, 694, 695, 696, 11397, 699, 701, 702, 707, 1402218, 80123, 1055317, 1402258, 1402260, 1402261, 1402263, 1402266, 1402267, 1402268, 977657, 1402269, 735, 213391, 10942, 1402504, 215400, 119792, 1402509, 1402514, 1402517, 1402521, 1402523, 1402527, 1402528, 1402609, 1402610, 1402613, 1402614, 1402615, 1402616, 563900, 1402617, 1402618, 1402619, 1402620, 1402632, 1402641, 1402664, 1402666, 1402669, 1402670, 1402672, 1402675, 1402676, 1402677, 1402678, 1402682, 1402684, 1402685, 1402686, 1495190, 20820, 1, 664, 488]"
1611,30000000,"[16, 10751]",14444,"[380, 1009, 1526, 3725, 9663, 9963, 10267, 13149, 179430]",The Rugrats Movie,"[2348, 24955]",1998-11-20,100491683,79.0,The Rugrats Movie,5.7,147,70491683,11,14444,"[2395, 60950, 15274, 15762, 58136, 60739, 80719, 13472, 62590, 6485, 19546, 86434, 13604]"
1612,60000000,"[80, 9648, 53, 28]",2043,"[2800, 4668, 6149, 11268]",Along Came a Spider,"[4, 902, 903, 904, 905, 906]",2001-04-06,105178561,104.0,Along Came a Spider,6.1,400,45178561,4,2043,"[192, 2140, 7486, 19152, 21027, 21028, 6067, 21029, 21030, 14698, 172844]"
1613,29000000,"[35, 18]",315664,"[2199, 5565, 235768]",Florence Foster Jenkins,"[288, 892, 7981]",2016-05-06,48902953,110.0,Florence Foster Jenkins,6.6,392,19902953,5,315664,"[5064, 3291, 933238, 53863, 971329, 1206334, 26717, 1186597, 26860, 28478, 107405, 78018, 20282, 25074, 119893, 1430323, 1196986, 1679369, 42601, 201335]"
1614,29000000,[28],1428,"[417, 591]",Once Upon a Time in Mexico,"[441, 7405, 10807]",2003-09-11,98185582,102.0,Once Upon a Time in Mexico,6.2,594,69185582,9,1428,"[3131, 3136, 85, 8170, 2295, 11160, 20231, 11159, 5293, 27643, 1367499]"
1615,28000000,"[28, 53]",562,"[720, 736, 818, 949, 1418, 1441, 1470, 1562, 1930, 1953, 5572, 9826, 10051, 10950, 12670, 13116, 14601, 14819, 18525, 33553, 33965, 162304, 162914, 219404]",Die Hard,"[306, 1073, 1885]",1988-07-15,140767956,131.0,Die Hard,7.5,3948,112767956,7,562,"[62, 4566, 7674, 7673, 7672, 7675, 7677, 7676, 51581, 7678, 4995, 1641420, 10673, 1641423, 1217001, 1722431, 7679, 61704, 1398466, 1290983, 27585, 2055, 14333, 8189, 1232407, 1722432, 1191434, 1538, 156522, 1128238, 1583695, 141747, 160374, 23967, 152587, 1385917, 548663, 161408, 1116526, 176924, 113506, 1265139, 140176, 551937, 1228671, 91243, 80449]"
1616,28000000,[35],15373,"[1890, 2333, 8202, 9713, 9907, 161155, 179431]",Role Models,"[33, 3075, 7295, 10104, 28787, 67334]",2008-02-03,92380927,99.0,Role Models,6.4,564,64380927,2,15373,"[57599, 22226, 9281, 54691, 75633, 43775, 83586, 74289, 21131, 77089, 63220, 22225, 59841, 155687, 983661, 1020027, 104912, 188024, 55097, 22214, 52849, 298410, 1173004, 212291, 1492804, 46075, 1840617, 53607, 62863]"
1617,28000000,"[35, 18]",318846,"[974, 4373, 5565, 5636, 6118, 9672, 11321, 11687, 18040, 165193, 179867, 188072]",The Big Short,"[4, 81, 508]",2015-12-11,133346506,130.0,The Big Short,7.3,2607,105346506,12,318846,"[3894, 4495, 30614, 287, 6832, 184581, 37154, 28847, 239271, 168877, 3141, 72638, 57748, 467633, 543261, 1213603, 141034, 1651953, 1651954, 175630, 1651955, 1651956, 1374151, 132434, 555658, 203390, 1465051, 1215982, 1585264, 1567208, 1485328, 1146911, 1651958, 1579181, 1651959, 1158068, 1417415, 1651960, 1526220, 1374150, 1629633, 1087271, 1651961, 1223677, 1651962, 1493414, 1392647, 1651963, 1436978, 31528, 59172, 62784, 1651964, 1651965, 63110, 1651966, 154917, 16460, 1651967, 159461, 1651968, 1651970, 1651971, 1651972, 159300, 141765, 1380008, 1242199, 1393517, 1651974, 1651977, 1651979, 1561557, 1651981, 94428, 120253, 1651985, 1275933, 565505, 1651988, 1651990, 1651991, 1651992, 1651993, 1651994, 1651995, 77948, 234352, 1745991, 1746010, 1560335, 231855, 19011, 1746014, 1697155, 1737691, 1737691, 1737063, 54422, 16663, 19767, 111946, 558267]"
1618,0,"[10402, 35, 18]",26320,"[6579, 10183, 187249, 187250]",Taking Woodstock,[10146],2009-09-03,0,120.0,Taking Woodstock,6.2,127,0,9,26320,"[84075, 11356, 7030, 23626, 221611, 26510, 46593, 17142, 17442, 47296, 115974, 47281, 58873, 73128, 19576, 34395, 84249, 1079042, 77795, 1127717, 171538, 49834, 171297, 22127, 182280]"
1619,28000000,"[18, 36]",14292,"[2070, 6075, 6483, 169213, 169214, 169215, 169220, 179430, 179431]",Miracle,[5888],2004-02-06,64445708,135.0,Miracle,7.0,159,36445708,2,14292,"[6856, 1276, 11315, 17646, 6074, 25987, 84341, 84342, 963962, 976171]"
1620,28000000,"[14, 27, 28]",924,"[972, 1583, 1912, 1926, 2081, 2583, 2776, 3725, 3737, 4197, 4277, 4376, 4531, 4682, 5369, 12377, 15162, 33885, 179431]",Dawn of the Dead,"[572, 655, 656, 657, 78685]",2004-03-19,102356381,101.0,Dawn of the Dead,6.8,1016,74356381,3,924,"[98, 10182, 4177, 327, 15232, 40009, 50217, 7431, 51936, 79411, 4568, 20196, 101255, 101250, 51036, 15071, 11161, 15070, 104635, 122151]"
1621,35000000,[35],2018,"[582, 1459, 2038, 2381, 5989, 5990, 13027, 155539, 165086, 196700, 196701]",The Wedding Planner,"[441, 763, 869, 870, 34207, 65403]",2001-01-26,94728529,103.0,The Wedding Planner,5.5,427,59728529,1,2018,"[16866, 10297, 20746, 20747, 20748, 11074, 20749, 20750, 20751, 20752, 7166, 20753, 11794, 20754, 20755, 13923, 20756]"
1622,21000000,"[35, 18]",9428,"[3446, 5561, 6564, 10041, 11732, 155294]",The Royal Tenenbaums,[9195],2001-10-05,71441250,110.0,The Royal Tenenbaums,7.4,1286,50441250,10,9428,"[193, 5657, 7399, 12052, 36422, 887, 1532, 2047, 7447, 5950, 8690, 5655, 71555, 52021]"
1623,30000000,"[9648, 53]",2832,"[3694, 4897, 13124, 15234, 18130, 156507]",Identity,"[85, 441]",2003-04-25,90259536,90.0,Identity,7.1,1061,60259536,4,2832,"[3036, 11477, 2956, 16861, 658, 20387, 11885, 10128, 28410, 28412, 28413, 3041, 15044, 28414, 28415, 1578, 28416, 28417, 28418, 28419, 28401, 3201]"
1624,28000000,[35],137093,"[585, 3230, 8070, 14570, 172971]",Last Vegas,"[415, 5490, 13444, 17393, 34886]",2013-10-31,134402450,105.0,Last Vegas,6.4,799,106402450,10,137093,"[380, 192, 3392, 8945, 2453, 98953, 71530, 45566, 20747, 8177, 131934, 93224, 1277225, 1046200, 1320732, 67579, 62644]"
1625,28000000,"[12, 28, 53]",699,"[212, 339, 392, 658, 782, 1262, 1568, 2070, 2149, 3269, 3272, 3278, 3343, 3476, 3478, 3481, 3483, 10671, 14735, 41592, 156095, 159558]",For Your Eyes Only,"[60, 7576]",1981-06-23,195312802,127.0,For Your Eyes Only,6.3,490,167312802,6,699,"[10222, 10500, 10501, 10502, 740, 10503, 10504, 10505, 10506, 10507, 9878, 9906, 10462, 6610, 39066, 1173719, 4391, 27652, 35065, 162432, 971230, 1205478, 25079, 10654, 214149, 219736, 9142, 1205479, 1205481, 1205482, 141347, 1205483, 185885, 199077, 33185, 1205484, 1205485, 1205486, 109988, 104940]"
1626,28000000,"[35, 10749]",9778,"[815, 1605, 3096, 7597, 10855, 40850]",Serendipity,"[14, 870, 21518]",2001-10-05,77516304,90.0,Serendipity,6.6,521,49516304,10,9778,"[3036, 3967, 12799, 18354, 26510, 59165, 59166, 59167, 59170, 36816, 59168, 59169, 59172, 59171, 59173, 40385, 28640, 57387, 38405]"
1627,27000000,"[53, 878, 28, 80]",8831,"[779, 4379, 10568, 175629]",Timecop,"[33, 467, 552, 1644, 2982, 4248]",1994-09-15,101646581,99.0,Timecop,5.5,282,74646581,9,8831,"[15111, 29091, 21399, 14888, 21369, 61543, 116047, 42317, 6074, 230136, 69614, 173310, 946657, 99856, 27111]"
